"OTUID"	"CR1.T0_S24_L001"	"CR2.T0.KDH_S64_L001"	"CR2.T0_S23_L001"	"CR3.T0_S22_L001"	"CR4.T0_S21_L001"	"Taxon"	"Confidence"
"OTU_118"	112	322	0	290	325	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium HF0200_39L23;D_5__uncultured bacterium HF0200_39L23;D_6__uncultured bacterium HF0200_39L23"	0.850716443663044
"OTU_1180"	15	30	0	10	33	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade"	0.816693532702862
"OTU_1181"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.980599477079948
"OTU_1183"	1	3	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.999924351862936
"OTU_1184"	6	9	0	65	25	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999875486895498
"OTU_1186"	12	21	0	33	17	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.915868977088334
"OTU_1187"	1	3	0	1	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.997629410955809
"OTU_119"	0	1	0	0	0	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Actinomarinales;D_4__Actinomarinaceae;D_5__Candidatus Actinomarina"	0.999993820474431
"OTU_1190"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.988911339884528
"OTU_1191"	1	3	0	4	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.927715746535183
"OTU_1193"	8	21	0	12	17	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome"	0.853878235357332
"OTU_1194"	20	49	1	43	41	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999980820774394
"OTU_1196"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria"	0.987265202221084
"OTU_1197"	15	33	0	16	15	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.953962539501355
"OTU_1198"	16	20	0	16	28	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999964188461547
"OTU_1199"	11	24	0	18	28	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured;D_6__uncultured bacterium"	0.891407694519358
"OTU_12"	846	1815	6	1288	2019	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313"	0.920040872612568
"OTU_120"	79	159	0	68	73	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured;D_6__Rhodobacteraceae bacterium REDSEA-S03_B4"	0.817471000171038
"OTU_1200"	4	32	0	12	18	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.997627668686369
"OTU_1201"	10	55	0	32	26	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.965738340492948
"OTU_1202"	22	34	0	20	32	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.99999160133388
"OTU_1203"	10	38	0	19	30	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured;D_6__uncultured bacterium"	0.811686098322761
"OTU_1206"	1	16	0	18	12	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiotrichales;D_4__Thiotrichaceae;D_5__uncultured;D_6__uncultured marine bacterium"	0.992221742331941
"OTU_1208"	18	21	0	17	26	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured;D_6__uncultured bacterium"	0.895771235785976
"OTU_1209"	19	37	0	27	32	"D_0__Bacteria;D_1__WPS-2;D_2__marine metagenome;D_3__marine metagenome;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome"	0.999999965677035
"OTU_121"	0	4	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.961188340850792
"OTU_1210"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.999627857226266
"OTU_1211"	6	42	0	4	14	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.89041158048838
"OTU_1212"	7	43	0	26	31	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__unidentified marine bacterioplankton"	0.999998818947078
"OTU_1214"	41	143	0	39	40	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.98757369251734
"OTU_1215"	5	17	0	20	8	"D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Candidatus Peregrinibacteria"	0.985234098160553
"OTU_1217"	5	46	0	14	22	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.85503263927254
"OTU_1218"	4	23	0	9	6	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999983641938
"OTU_122"	4	8	0	4	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999793961069815
"OTU_1221"	14	59	0	14	33	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group"	0.999256106589476
"OTU_1222"	0	0	0	0	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.918598108755195
"OTU_1224"	4	25	0	10	7	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999999988589308
"OTU_1225"	139	379	0	251	295	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.99990288216462
"OTU_1226"	11	34	0	6	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.879882592133474
"OTU_1228"	5	26	1	13	34	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999062562316103
"OTU_123"	4	15	0	7	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999851663358971
"OTU_1230"	23	14	1	9	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.993903220044053
"OTU_1233"	0	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.985134051295623
"OTU_1234"	0	1	0	0	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999330415728593
"OTU_1236"	25	65	0	41	66	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.892021579372601
"OTU_1239"	2	2	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium HF0200_39L23;D_5__uncultured bacterium HF0200_39L23;D_6__uncultured bacterium HF0200_39L23"	0.950800917268492
"OTU_124"	98	268	0	140	205	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999793356332225
"OTU_1240"	8	19	2	17	16	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.998093563861578
"OTU_1242"	11	43	0	4	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.998886557710021
"OTU_1243"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999374880473586
"OTU_1244"	2	18	0	13	21	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales"	0.990815622628183
"OTU_1245"	4	22	0	16	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I"	0.999847662694912
"OTU_1246"	32	158	0	60	94	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.948014155880226
"OTU_1248"	1	2	0	0	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.99929868874716
"OTU_1249"	10	49	0	64	34	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998005392980657
"OTU_125"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999834385168747
"OTU_1251"	0	8	0	0	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.84427413802532
"OTU_1253"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999800839889557
"OTU_1255"	1	3	0	0	2	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__unidentified marine eubacterium"	0.8618534718796
"OTU_1256"	17	42	1	40	36	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiotrichales;D_4__Thiotrichaceae;D_5__uncultured;D_6__uncultured marine bacterium"	0.989474453460893
"OTU_1257"	0	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.999710597216506
"OTU_1259"	0	4	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999165987229934
"OTU_126"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999780492806525
"OTU_1261"	4	22	0	7	27	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.996921128370688
"OTU_1262"	19	53	0	5	6	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured marine microorganism"	0.979330349532131
"OTU_1263"	8	21	0	23	13	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Thiotrichales;D_4__Thiotrichaceae;D_5__uncultured;D_6__uncultured marine bacterium"	0.993258242521322
"OTU_1264"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.96836074431915
"OTU_1265"	10	35	0	43	20	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.997711679899839
"OTU_1266"	0	1	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999997188415599
"OTU_127"	104	191	6	118	211	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313"	0.882836595221041
"OTU_1270"	13	43	0	15	33	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Ilumatobacteraceae;D_5__uncultured"	0.958304345851471
"OTU_1272"	49	156	1	44	77	"D_0__Bacteria"	0.999999999995275
"OTU_1273"	0	2	0	3	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.930316839188582
"OTU_1274"	1	2	0	0	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.99930386150045
"OTU_1275"	0	1	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.998963330370966
"OTU_1276"	7	43	0	8	18	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira"	0.999910110332267
"OTU_1277"	6	10	0	14	6	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.999251065450221
"OTU_1278"	9	30	0	30	26	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodospirillales;D_4__AEGEAN-169 marine group;D_5__marine metagenome;D_6__marine metagenome"	0.963703606486815
"OTU_1279"	0	1	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.974507257060399
"OTU_128"	263	1021	5	483	584	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.945575823072814
"OTU_1280"	7	28	0	34	18	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.997263433675364
"OTU_1281"	7	31	0	16	17	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__bacterium WHC4-2;D_5__bacterium WHC4-2;D_6__bacterium WHC4-2"	0.820697185738496
"OTU_1282"	10	35	0	17	12	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira"	0.999936530435007
"OTU_1283"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I"	0.99999711306209
"OTU_1284"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__marine metagenome;D_6__marine metagenome"	0.805881233108057
"OTU_1286"	9	18	2	22	8	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.997918440410567
"OTU_129"	82	287	0	151	216	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.999830484493061
"OTU_1291"	28	59	0	48	45	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998367138257706
"OTU_1292"	3	17	0	21	5	"D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__Candidatus Peregrinibacteria"	0.970149967486853
"OTU_1296"	0	0	0	0	1	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured"	0.99703860405754
"OTU_1298"	39	22	0	4	11	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured;D_6__uncultured bacterium"	0.907126573942731
"OTU_13"	1233	1381	12	1047	393	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902"	0.965520387081962
"OTU_130"	57	147	0	84	112	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured"	0.984188294387624
"OTU_1300"	1	20	0	28	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998243928610354
"OTU_1302"	37	79	0	12	40	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium"	0.869336100155361
"OTU_1303"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.885905655338755
"OTU_1304"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.984596141950518
"OTU_1305"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.911730345152724
"OTU_1306"	0	0	0	1	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999703443297147
"OTU_1307"	34	60	0	25	29	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593;D_5__uncultured alpha proteobacterium;D_6__uncultured alpha proteobacterium"	0.879398012100445
"OTU_131"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium HF0200_39L23;D_5__uncultured bacterium HF0200_39L23;D_6__uncultured bacterium HF0200_39L23"	0.897042168423041
"OTU_1310"	0	0	0	0	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.902632646744447
"OTU_1312"	3	10	0	7	26	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__Nisaeaceae;D_5__OM75 clade"	0.999959784218539
"OTU_1316"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.999926144212948
"OTU_1317"	8	15	0	7	17	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__Nisaeaceae;D_5__OM75 clade"	0.999950865719574
"OTU_1319"	48	106	0	50	59	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999975187208103
"OTU_132"	116	175	12	132	192	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Prochlorococcus MIT9313"	0.866167625728802
"OTU_1320"	1	2	0	4	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Thalassobaculales;D_4__Nisaeaceae;D_5__OM75 clade;D_6__uncultured Rhodospirillaceae bacterium"	0.856861044483997
"OTU_1323"	13	48	0	19	9	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__bacterium WHC4-2;D_5__bacterium WHC4-2;D_6__bacterium WHC4-2"	0.818699987956765
"OTU_1324"	6	37	0	28	28	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.91140352324608
"OTU_1327"	7	41	0	10	13	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira"	0.999931852873856
"OTU_1328"	0	0	0	2	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999674736801451
"OTU_133"	145	176	1	64	11	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Cyanobium PCC-6307"	0.938656475633919
"OTU_1330"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.94017929118369
"OTU_1331"	13	12	0	60	24	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria"	0.906799542976722
"OTU_1332"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.984291633310907
"OTU_1333"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.999990380314974
"OTU_1334"	19	37	0	18	25	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.914704325654084
"OTU_1335"	5	26	0	3	15	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales"	0.990343092259011
"OTU_1338"	16	43	0	44	53	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS7 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.966605331384836
"OTU_134"	2	16	0	7	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.99954230971601
"OTU_1340"	10	50	0	23	42	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.981228265164151
"OTU_1341"	0	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.95409865554381
"OTU_1345"	0	0	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.986522024414821
"OTU_1346"	47	116	0	73	81	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__uncultured;D_4__unidentified marine bacterioplankton;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton"	0.867596380810537
"OTU_135"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium HF0200_39L23;D_5__uncultured bacterium HF0200_39L23;D_6__uncultured bacterium HF0200_39L23"	0.868330886982671
"OTU_1350"	4	55	1	26	40	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.996900926560814
"OTU_1352"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade III;D_5__unidentified marine bacterioplankton;D_6__unidentified marine bacterioplankton"	0.977982110761825
"OTU_1353"	36	79	0	13	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria"	0.989016756599481
"OTU_1354"	4	12	0	12	16	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome"	0.815246431878091
"OTU_1355"	2	2	0	4	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.949246335873127
"OTU_1357"	13	32	0	29	34	"D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__PeM15;D_4__uncultured Actinomycetales bacterium;D_5__uncultured Actinomycetales bacterium;D_6__uncultured Actinomycetales bacterium"	0.863505305904419
"OTU_1359"	4	32	0	12	32	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.857297459600413
"OTU_136"	0	1	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.957702101323641
"OTU_1360"	0	1	0	0	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B);D_4__uncultured bacterium HF0200_39L23;D_5__uncultured bacterium HF0200_39L23;D_6__uncultured bacterium HF0200_39L23"	0.947520498314284
"OTU_1362"	19	53	0	28	51	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS2b marine group;D_6__unidentified marine bacterioplankton"	0.990700405319299
"OTU_1363"	14	19	0	21	18	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__SAR324 clade(Marine group B)"	0.840234912610736
"OTU_1364"	3	22	0	4	20	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales"	0.980799603162372
"OTU_1367"	22	41	0	44	44	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__PS1 clade;D_5__marine metagenome;D_6__marine metagenome"	0.999074146563231
"OTU_1369"	0	1	0	0	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group"	0.959398599327504
"OTU_137"	149	316	1	221	309	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured;D_6__uncultured bacterium"	0.825384511452816
"OTU_1370"	2	20	0	5	15	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.939034208617604
